TITLE = Mesh1
ELEMENTS = 288
1	1	2	15	1.5
2	15	14	1	1.5
3	2	3	16	1.5
4	16	15	2	1.5
5	3	4	17	1.5
6	17	16	3	1.5
7	4	5	18	1.5
8	18	17	4	1.5
9	5	6	19	1.5
10	19	18	5	1.5
11	6	7	20	1.5
12	20	19	6	1.5
13	7	8	21	1.5
14	21	20	7	1.5
15	8	9	22	1.5
16	22	21	8	1.5
17	9	10	23	1.5
18	23	22	9	1.5
19	10	11	24	1.5
20	24	23	10	1.5
21	11	12	25	1.5
22	25	24	11	1.5
23	12	13	26	1.5
24	26	25	12	1.5
25	14	15	28	1.5
26	28	27	14	1.5
27	15	16	29	1.5
28	29	28	15	1.5
29	16	17	30	1.5
30	30	29	16	1.5
31	17	18	31	1.5
32	31	30	17	1.5
33	18	19	32	1.5
34	32	31	18	1.5
35	19	20	33	1.5
36	33	32	19	1.5
37	20	21	34	1.5
38	34	33	20	1.5
39	21	22	35	1.5
40	35	34	21	1.5
41	22	23	36	1.5
42	36	35	22	1.5
43	23	24	37	1.5
44	37	36	23	1.5
45	24	25	38	1.5
46	38	37	24	1.5
47	25	26	39	1.5
48	39	38	25	1.5
49	27	28	41	1.5
50	41	40	27	1.5
51	28	29	42	1.5
52	42	41	28	1.5
53	29	30	43	1.5
54	43	42	29	1.5
55	30	31	44	1.5
56	44	43	30	1.5
57	31	32	45	1.5
58	45	44	31	1.5
59	32	33	46	1.5
60	46	45	32	1.5
61	33	34	47	1.5
62	47	46	33	1.5
63	34	35	48	1.5
64	48	47	34	1.5
65	35	36	49	1.5
66	49	48	35	1.5
67	36	37	50	1.5
68	50	49	36	1.5
69	37	38	51	1.5
70	51	50	37	1.5
71	38	39	52	1.5
72	52	51	38	1.5
73	40	41	54	1.5
74	54	53	40	1.5
75	41	42	55	1.5
76	55	54	41	1.5
77	42	43	56	1.5
78	56	55	42	1.5
79	43	44	57	1.5
80	57	56	43	1.5
81	44	45	58	1.5
82	58	57	44	1.5
83	45	46	59	1.5
84	59	58	45	1.5
85	46	47	60	1.5
86	60	59	46	1.5
87	47	48	61	1.5
88	61	60	47	1.5
89	48	49	62	1.5
90	62	61	48	1.5
91	49	50	63	1.5
92	63	62	49	1.5
93	50	51	64	1.5
94	64	63	50	1.5
95	51	52	65	1.5
96	65	64	51	1.5
97	53	54	67	1.5
98	67	66	53	1.5
99	54	55	68	1.5
100	68	67	54	1.5
101	55	56	69	1.5
102	69	68	55	1.5
103	56	57	70	1.5
104	70	69	56	1.5
105	57	58	71	1.5
106	71	70	57	1.5
107	58	59	72	1.5
108	72	71	58	1.5
109	59	60	73	1.5
110	73	72	59	1.5
111	60	61	74	1.5
112	74	73	60	1.5
113	61	62	75	1.5
114	75	74	61	1.5
115	62	63	76	1.5
116	76	75	62	1.5
117	63	64	77	1.5
118	77	76	63	1.5
119	64	65	78	1.5
120	78	77	64	1.5
121	66	67	80	1.5
122	80	79	66	1.5
123	67	68	81	1.5
124	81	80	67	1.5
125	68	69	82	1.5
126	82	81	68	1.5
127	69	70	83	1.5
128	83	82	69	1.5
129	70	71	84	1.5
130	84	83	70	1.5
131	71	72	85	1.5
132	85	84	71	1.5
133	72	73	86	1.5
134	86	85	72	1.5
135	73	74	87	1.5
136	87	86	73	1.5
137	74	75	88	1.5
138	88	87	74	1.5
